110802,-896219
531955,38065
-919404,947348
-246427,195555
-364890,-694696
-74684,-623423
-48242,372024
868079,-369215
781786,-357786
-395852,944024
-891373,529219
241126,-637790
332486,274983
-414758,264271
636296,-93549
-979116,309838
-667625,-545705
-489730,-787483
-833054,710316
-348107,-834537
109520,654302
918573,-40699
-134248,465997
775835,607910
-153615,-530670
318153,-467431
-177747,641463
476000,454641
108943,875972
433023,162485
628482,-707039
831301,620311
150981,936475
-403906,750822
392286,394784
-849425,895716
-288040,145365
307850,633679
857070,-518028
-654691,253836
706663,883309
634132,444203
838988,-348788
760857,-446623
-108341,-214427
364458,607353
-125382,-274934
45122,-164946
-48256,893256
853812,587283
-452424,-701622
664598,-609755
340534,581196
188549,-123414
-914700,901827
66774,228807
638415,-90315
-193951,-604336
305958,631649
-241404,-154538
-252086,998034
-637800,-762508
-664335,-397628
-142787,-740283
346951,741669
-346005,7514
639163,-79637
750527,431424
945810,782142
-544650,-230521
-144502,-681139
937774,-367994
-109664,-890979
-414845,78312
-157949,-795562
-743338,429786
728280,903397
-133918,957926
639065,-3770
-371765,-699610
106941,268952
347265,110140
-422054,543074
972860,390190
293587,676354
634280,-37745
-41516,-853396
69359,293510
-562462,-897216
523708,790233
333307,-377689
-767880,-998398
-674753,-563137
-600883,-293012
146408,-497972
307834,499446
913014,-122859
-913092,711318
-605359,-526344
-41094,-625283
-188420,-505440
314804,-672668
686992,520086
535884,-618104
740963,645146
872816,300811
-343507,2079
-627362,-351530
373323,-158034
347054,585845
622283,891729
-26185,-893995
-55493,525393
342556,870717
389148,-290605
158488,-687467
361854,502788
-604985,-918335
-810064,-771827
182174,541560
583305,-573659
-960728,-605168
412125,-198943
402763,-747738
-766878,355067
-789754,249184
-537364,49978
107890,-72170
162181,155888
-277408,745334
-460629,871879
-135969,-395276
-266695,-650591
-899775,-455604
21934,641390
-229912,146588
302477,-470780
-732466,-20495
892374,-562271
473899,717201
-367792,787662
-759618,-518718
-160108,-894089
-40678,-281453
268585,-329823
350318,257868
-820139,766986
484188,267633
571647,413435
-448505,-856960
267401,-573252
371057,329805
-175980,156035
930255,834840
601826,621785
-405771,660824
590611,606599
-463559,-454207
543812,-679068
525225,272035
428070,-711557
-62749,578255
716392,-218559
395735,753993
360593,957322
-411530,189543
-384963,-143210
-415245,-941075
652633,904307
998914,-375767
594326,-195957
-949950,-486108
443431,-518221
-707764,722513
-382075,229570
-686998,-679720
-100379,424035
-799802,500380
-696337,-201127
-687236,-426004
944225,124231
363096,377691
123613,-813043
492763,248536
188923,270664
771044,-539741
740869,-348804
774808,103203
227434,-642512
-536555,181150
510545,427251
675787,-170078
-440742,837943
-894036,-301699
166855,858244
961447,719894
-878758,-97130
794632,-664172
-91423,-578966
265396,-970343
-324638,-34415
852466,178853
37097,498351
218245,654388
-267870,32247
-696419,-620503
715821,225220
-195563,252384
-803151,-187042
-365895,657865
-156216,668629
839369,-654371
-202971,532839
-669695,53772
795344,824047
592783,119499
822894,-315395
489612,-275547
-944177,575079
745802,-557165
606356,-93231
663356,117157
941205,93710
-729562,26126
-341521,530531
-322430,-914787
489866,-46310
119827,-6348
-99579,-581662
698820,-729211
-339273,-220300
-246427,652992
699875,427945
-859084,-445101
7763,888123
410823,-801766
383429,-405065
134276,-560382
-297035,445343
614688,-712732
-657029,615901
-577354,658487
62962,482389
-284155,115538
-520603,-322935
-399670,-537515
-982859,-703518
416250,920633
52886,-798036
-972875,-519867
-2256,-477123
592662,-559220
-398508,769237
-306753,412926
-116444,767754
688387,381029
-179065,777128
813347,-135930
-613053,-279161
-838382,121419
890656,-636182
-565460,562655
846761,472292
853322,-918685
212165,-196993
332923,-953866
233027,-975835
-97254,-536081
172263,-408775
-487782,-770454
242746,699634
618319,178818
-375812,-894544
848410,-213466
-189301,871813
-407894,526554
-451682,41547
812001,770213
469847,176404
871574,344680
239224,291000
504466,-676242
-548055,387327
913881,-320198
361746,-403045
-173258,-611740
-788144,444720
-305752,-715330
-522682,412283
-88525,-867091
-254418,766647
-603197,-677695
-597092,-387947
516039,-916242
877314,-726488
958170,936415
865050,-909711
293155,-294323
-577322,248095
-442142,-315145
219444,833210
-265805,-288450
531290,68977
521744,570582
996646,-27368
321692,995934
244030,102304
-933801,-774054
-607264,-567697
-372500,477453
-62782,-858727
-945662,396267
-939988,860747
856682,618539
720843,789285
563339,-61348
-145397,-245675
239480,-92566
951293,-331291
-243910,407167
784267,-620428
-755320,-155329
460966,-77601
655301,-4106
249781,303989
-396555,-256636
587927,227371
150890,-665828
802608,10371
165700,350471
-944425,230308
-234414,-427639
-247981,235374
-492010,314038
57761,818950
-1130,992920
-3291,-752620
-619443,944815
-175123,-544740
972380,-113076
-864802,-416246
-246636,922691
257993,-930287
-439559,-205915
958535,-973584
-918399,505612
-50352,887202
-279,-945848
878446,657047
579738,-240405
687044,975234
-181150,-708771
682356,-763057
268669,441272
328474,-746393
-692241,-617552
790951,-997489
237895,-157954
-133189,-370682
595805,-686406
-449464,-753449
-194721,-638603
-901348,411614
-545518,-627544
141385,409103
83410,-980986
868020,-904819
-591226,50370
-803819,202664
357619,-345035
-273001,-471797
99341,598595
-524050,894850
-875836,473283
-894454,387701
438072,-531428
250444,-866954
-728341,343928
-815725,301348
899943,7553
902403,-841207
-830842,-371866
-275919,-311536
-842965,-802756
-186062,-778075
-122003,633912
935260,768310
775863,590346
-947906,323356
-211574,560360
-388248,-747727
-66835,-222776
851,575152
209064,599397
884059,495136
601835,-787782
-627491,-860101
-936813,-348887
-612966,-77101
299877,-429954
-5106,616350
732099,65926
77414,-887079
674861,646972
23425,590184
-455423,-984329
61430,390630
-820584,197240
329942,-667380
-249658,-431059
318138,-986983
150307,300721
407257,469474
-970155,451973
842604,679259
-392851,-153043
336775,561443
-508854,495737
999072,-501589
-802310,-664400
-650226,-489785
-941758,3316
-198927,626621
-779664,1838
79633,132109
144198,681789
-183378,-300880
965280,648464
138249,300208
819876,953263
96237,-893681
-411871,-474210
-122671,244271
926060,-560881
861762,251846
-900310,839440
656000,-743845
-213460,-564698
-974732,-687023
677585,-726996
-971268,23509
-584391,-26323
-278169,167303
523096,781152
-41349,401016
-482066,731414
418438,-782810
509807,-270566
-810428,-512463
538787,966931
134234,179575
-477080,-794236
-195252,-40456
-288223,-854099
153261,10223
-797142,248021
-760484,-104307
71238,392417
-88344,177072
971309,-248286
288742,-373445
743896,527054
53629,-151719
-399740,769778
874085,-493434
-402203,608428
301852,-562654
-810940,-688882
578680,349011
876065,-25683
177402,329017
98795,271512
-281298,229566
354346,-134406
697061,-295430
984313,-918139
-783503,349741
-891776,654360
983377,918786
706650,449094
678661,-38663
173069,427260
722691,167623
-602114,-51224
400965,-704622
-358982,-699857
-134995,-589999
39094,-544991
100006,566452
993713,505377
673000,586746
637971,275165
496139,771326
-471183,-275357
865357,-203773
265116,-826474
-392927,922024
943753,-846813
949912,-624564
-899729,134360
905686,-540257
815615,30232
-234005,-463577
806403,756685
195061,-51499
414665,-270774
895338,-712844
847204,644687
184945,507334
537566,-661864
-641793,-816011
-572696,-683993
251845,782554
-569680,-694845
407689,48955
693642,-516430
-540117,-202952
-381169,626087
-442098,185356
385701,667743
966649,-205476
416673,-884199
-933154,-810491
843273,636097
839050,-966292
-108731,375737
77445,779749
-447492,-864528
586357,470157
-354357,-500875
311366,-939354
91804,517805
-449,548160
440249,459662
755763,-741987
122867,663293
-133451,116923
-617798,572352
-28059,-271388
-305545,170889
719049,783550
759564,591537
-849876,-239593
902886,-885036
-1959,-943279
-31983,848521
-636261,214484
901726,-812382
112284,-695678
-287215,-522474
-278419,138464
-23500,-857211
800490,-774493
623014,-292249
-23086,170533
-982916,481585
-177263,-391069
429896,-386930
-525395,-293165
-150376,623617
398110,801331
-93581,-773968
-944501,-30536
28473,136122
-527192,55075
-442006,-369898
663063,71377
211346,156059
957391,129406
-903374,492739
-523275,758174
894296,379671
434747,-9460
379358,-560332
-148061,-942210
-98270,-169224
-298630,-664851
-157590,-823328
-97854,890582
-786606,-571857
97669,-824919
-385251,7668
-466230,440718
-126294,-894286
75489,-792202
131882,258571
-665505,-695613
783823,668230
493149,-804274
-328294,-943377
-384095,853489
-264127,-44595
353149,627653
886224,-519345
-731310,-969359
637589,-193657
514284,304202
-247579,2613
372454,577889
-138836,-142787
-770440,581599
617296,-724490
693849,-761291
471300,809422
-113624,-536726
539339,563378
141267,-200350
-343138,73631
-171582,-265458
989948,560397
-838040,550282
-359705,-26471
-79549,704848
784578,892819
-93169,-144466
734449,494390
-759849,-901889
